x,y,z,qx,qy,qz,qw
0.05087193827190435,-0.03909723225970384,-0.07096690226652212,-0.09692211784324019,0.5218504551358758,0.7099877390174618,0.462812722374972
-0.006084036018417772,-0.026970848957117533,0.1457154468873741,-0.3521347809885856,0.49819602185131184,0.7246534736056746,-0.320435895337707
-0.03856138266802243,-0.00657612580957082,-0.06716589703290177,0.3066873361957893,0.6637837450490011,-0.377029060995337,0.5684919566632652
-0.020423236412526212,-0.07291151832819388,0.26686506758078615,0.5349281683955971,-0.33805139023454617,0.7373365704172635,-0.23644850209449428
-0.09368225366715065,-0.08952060745043378,0.29227824888179976,0.23002027082679383,-0.8280640924432963,0.05944258828485867,0.5078061761270974
0.007382506832857764,0.020550724611787877,0.26979145468459836,0.5790412259910693,0.7738621519424662,0.022704723926956584,-0.25560345049536287
-0.10283993085567207,-0.09205728111157051,0.2589990663695501,0.9159001956794489,0.29256835307871903,0.27447217742235985,0.013986212932088288
0.03388489341010666,-0.0569436279023722,0.32812320261803013,0.2921838737161786,-0.40017839836890473,0.6618235812430358,0.5625614461814362
-0.04135690686685266,-0.0514070950210098,0.302935838667339,-0.18075123244918448,0.6636559675632597,-0.6409045759439146,0.34078009510522383
0.058746662783051365,0.07630760110394244,0.2542764860804279,-0.6902676886494521,-0.46510840814462906,0.17498579556973845,0.5259131658634707
-0.011216833929383038,0.0044916769963158866,0.03448207978238268,0.9271611250247935,-0.01474694463528574,0.2592221888540005,-0.27010855719955257
0.19796248138009895,-0.09940016636507033,0.20930161396545335,0.8304826385823315,-0.05978577603197788,-0.3499883366972429,0.4292230331348493
0.08207193821025549,-0.05895627088467274,0.1527837435402556,-0.6173776589949729,0.1540097369775097,-0.3153081087341051,0.7040643604504684
0.02666290544269819,0.004030740651896299,0.20536962594554758,0.6660136295260093,0.058967083673247066,0.7401023588133052,-0.07209179431561956
0.03440094483242508,-0.1592273273923645,0.2721801065897668,0.6517351087152274,0.11801750651853295,0.7197026923417414,0.20818561635989014
0.04382240740052825,0.23985745762575825,0.21157288849900097,0.5421346049477128,0.6713934320386766,0.07824459174705377,-0.4991980703046149
-0.111047431018942,0.14296883190107665,0.22463233598732138,0.39069982538892706,-0.599804226055299,0.344352486282864,0.607461852331548
0.07311012511853708,-0.11959462526117984,0.01881821628479588,0.48052377346245123,0.8303303576474363,-0.06906939985506111,0.273638115601882
